5	20	-5e-04	5e-04	100	518.67	642.71	1589.02	1407.81	14.62	21.61	553.26	2388.03	9066.97	1.3	47.22	521.36	2388.04	8139.62	8.426	0.03	393	2388	100	38.9	23.4574
5	21	-0.0024	1e-04	100	518.67	643.02	1583.21	1399.7	14.62	21.61	554.61	2388.09	9063.15	1.3	47.37	521.74	2388.06	8138.61	8.4285	0.03	393	2388	100	38.9	23.4391
5	22	-9e-04	0	100	518.67	642.56	1585.53	1401.87	14.62	21.61	553.61	2388.06	9064.18	1.3	47.53	521.61	2388.06	8141.27	8.4699	0.03	392	2388	100	38.79	23.3393
5	23	-0.001	0	100	518.67	642.26	1595.97	1401.04	14.62	21.61	553.94	2388.05	9057.46	1.3	47.38	522.11	2388.08	8144.81	8.4147	0.03	393	2388	100	38.95	23.3704
5	24	-0.0016	-5e-04	100	518.67	642.74	1592.33	1402.5	14.62	21.61	553.89	2388.1	9062.59	1.3	47.47	521.5	2388.09	8139.85	8.4285	0.03	394	2388	100	38.92	23.3893
5	25	-3e-04	0	100	518.67	642.81	1592.84	1400.92	14.62	21.61	553.59	2388.08	9063.14	1.3	47.24	521.65	2388.1	8141.78	8.459	0.03	394	2388	100	39.07	23.3068
5	26	0.0042	4e-04	100	518.67	642.4	1586.33	1408.56	14.62	21.61	553.76	2388.04	9055.59	1.3	47.77	521.84	2388.05	8141.56	8.4046	0.03	392	2388	100	38.8	23.2964
5	27	-0.0026	2e-04	100	518.67	642.51	1587.01	1409.87	14.62	21.61	553.62	2388.09	9062.72	1.3	47.46	522.3	2388.11	8137.69	8.4124	0.03	392	2388	100	38.98	23.2926
5	28	-1e-04	1e-04	100	518.67	641.94	1589.52	1408.34	14.62	21.61	553.95	2388.05	9056.74	1.3	47.46	522.02	2388.06	8139.46	8.4331	0.03	392	2388	100	39.15	23.3394
5	29	7e-04	5e-04	100	518.67	642.99	1586.9	1413.44	14.62	21.61	554.08	2388.06	9060.36	1.3	47.41	521.92	2388.08	8143.55	8.4327	0.03	392	2388	100	38.84	23.3209
5	30	1e-04	2e-04	100	518.67	642.19	1590.91	1401.92	14.62	21.61	553.48	2388.02	9057.61	1.3	47.25	522.01	2388.14	8136.44	8.4658	0.03	393	2388	100	38.92	23.3552
5	31	0.0011	5e-04	100	518.67	642.71	1593.2	1405.33	14.62	21.61	553.02	2388.11	9057.8	1.3	47.4	521.94	2388.06	8140.02	8.4428	0.03	392	2388	100	38.84	23.3273
5	32	-6e-04	-4e-04	100	518.67	642.38	1590.33	1399.02	14.62	21.61	553.06	2388.07	9063.34	1.3	47.37	522.43	2388.06	8140.01	8.3746	0.03	393	2388	100	38.95	23.2961
5	33	5e-04	4e-04	100	518.67	642.37	1582.81	1404.7	14.62	21.61	553.5	2388.09	9055.77	1.3	47.3	522.28	2388.05	8136.97	8.4234	0.03	394	2388	100	38.86	23.3052
5	34	0.0033	-3e-04	100	518.67	642.72	1585.37	1398.87	14.62	21.61	554.22	2388.04	9061.82	1.3	47.35	522.02	2388.09	8141.16	8.4139	0.03	393	2388	100	38.99	23.4016
5	35	-0.0013	5e-04	100	518.67	642.38	1589.25	1402.49	14.62	21.61	553.85	2388.08	9056.63	1.3	47.44	521.78	2388.02	8143.41	8.4305	0.03	393	2388	100	38.9	23.4274
5	36	3e-04	-1e-04	100	518.67	642.8	1593.92	1411.38	14.62	21.61	552.87	2388.11	9064.29	1.3	47.24	521.82	2388.13	8139.52	8.3918	0.03	392	2388	100	38.98	23.3293
5	37	8e-04	3e-04	100	518.67	641.84	1586.45	1412.6	14.62	21.61	554.63	2388.1	9063.43	1.3	47.48	521.43	2388.01	8141.77	8.411	0.03	393	2388	100	38.84	23.2635
5	38	-1e-04	-1e-04	100	518.67	642.48	1591.15	1399.96	14.62	21.61	553.88	2388.07	9059.51	1.3	47.48	522.62	2388.03	8139.45	8.4212	0.03	393	2388	100	38.91	23.2918
5	39	0.0018	1e-04	100	518.67	642.33	1597.22	1405.4	14.62	21.61	553.16	2388.1	9068.29	1.3	47.35	521.63	2388.09	8141.09	8.4119	0.03	392	2388	100	38.65	23.3067
5	40	0.002	-4e-04	100	518.67	642.9	1590.45	1404.15	14.62	21.61	553.72	2388.08	9060.18	1.3	47.31	521.42	2388.06	8143.06	8.4267	0.03	393	2388	100	39.06	23.3221
5	41	9e-04	-2e-04	100	518.67	642.69	1588.28	1406.4	14.62	21.61	553.84	2388.1	9058.51	1.3	47.29	522.21	2388.07	8136.62	8.435	0.03	393	2388	100	38.83	23.3331
5	42	-0.0026	-3e-04	100	518.67	642.23	1590.17	1403.82	14.62	21.61	552.93	2388.04	9064.64	1.3	47.41	521.86	2388.07	8141.18	8.3925	0.03	394	2388	100	38.8	23.3455
5	43	-0.0013	-2e-04	100	518.67	642.74	1587.99	1408.55	14.62	21.61	553.81	2388.05	9050.11	1.3	47.51	521.7	2388.05	8143.03	8.4002	0.03	390	2388	100	38.54	23.2264
5	44	-0.0014	3e-04	100	518.67	642.62	1584.55	1403.1	14.62	21.61	553.73	2388.08	9055.82	1.3	47.32	521.87	2388.04	8141.24	8.4275	0.03	393	2388	100	38.86	23.3656
5	45	7e-04	-3e-04	100	518.67	641.97	1587.81	1410.07	14.62	21.61	553.88	2388.09	9062.31	1.3	47.24	521.77	2388.13	8141.1	8.4045	0.03	394	2388	100	38.95	23.3431
5	46	-0.0027	1e-04	100	518.67	642.24	1584.39	1406.04	14.62	21.61	553.73	2388.03	9061.41	1.3	47.55	521.01	2388.03	8140.32	8.4153	0.03	391	2388	100	38.94	23.2591
5	47	-0.0048	5e-04	100	518.67	642.65	1590.59	1409.34	14.62	21.61	553.87	2388.03	9061.49	1.3	47.51	521.28	2388.14	8138.32	8.4191	0.03	392	2388	100	38.92	23.3412
5	48	0.0017	2e-04	100	518.67	643.06	1590.42	1401.64	14.62	21.61	553.49	2388.06	9064.26	1.3	47.47	521.67	2388.01	8135.08	8.4249	0.03	392	2388	100	39.01	23.3079
5	49	-0.0024	1e-04	100	518.67	642.29	1591.79	1406.5	14.62	21.61	553.44	2388.03	9061.83	1.3	47.52	521.9	2388.06	8137.07	8.428	0.03	392	2388	100	38.79	23.4014
5	50	-0.0013	1e-04	100	518.67	642.26	1589.55	1403.81	14.62	21.61	553.41	2388.11	9052.83	1.3	47.5	522.32	2388.09	8136.89	8.4269	0.03	392	2388	100	38.89	23.4079
5	51	-0.0023	1e-04	100	518.67	642.66	1583.73	1399.45	14.62	21.61	553.64	2388.08	9062.83	1.3	47.43	522.04	2388.05	8139.15	8.3968	0.03	392	2388	100	38.85	23.2895
5	52	0.0016	4e-04	100	518.67	642.46	1589.21	1406.82	14.62	21.61	553.61	2388.13	9063.78	1.3	47.21	522.09	2388.08	8143.57	8.4385	0.03	392	2388	100	38.96	23.3175
5	53	8e-04	2e-04	100	518.67	642.75	1590.01	1404.72	14.62	21.61	554.33	2388.05	9062.17	1.3	47.54	521.62	2388.03	8144.34	8.4339	0.03	392	2388	100	38.76	23.3214
5	54	0.0011	3e-04	100	518.67	643.09	1592.38	1397.15	14.62	21.61	553.34	2388.06	9065.91	1.3	47.51	521.43	2388.06	8140.01	8.4228	0.03	392	2388	100	38.93	23.2877
5	55	8e-04	0	100	518.67	642.37	1587.23	1409	14.62	21.61	553.82	2388.11	9058.18	1.3	47.52	522.12	2388.05	8135.96	8.4419	0.03	392	2388	100	39.01	23.3417
5	56	8e-04	3e-04	100	518.67	642.62	1590.77	1401.06	14.62	21.61	553.52	2388.1	9057.78	1.3	47.45	521.73	2388.07	8142.87	8.4179	0.03	393	2388	100	38.84	23.3069
5	57	-1e-04	0	100	518.67	642.22	1588.04	1398.71	14.62	21.61	554.36	2388.06	9061.56	1.3	47.52	521.87	2388.07	8139.19	8.4195	0.03	394	2388	100	38.79	23.301
5	58	-0.0051	2e-04	100	518.67	641.93	1588.93	1402.77	14.62	21.61	553.6	2388.07	9058.22	1.3	47.27	521.39	2388.08	8137.01	8.4435	0.03	393	2388	100	39.01	23.2937
5	59	-0.0033	4e-04	100	518.67	642.73	1592.78	1408.69	14.62	21.61	553.89	2388.08	9061.73	1.3	47.31	521.83	2388.03	8145.16	8.4109	0.03	392	2388	100	38.95	23.3711
5	60	-0.0035	1e-04	100	518.67	642.64	1586.12	1407.02	14.62	21.61	553.17	2388.06	9064.2	1.3	47.31	521.54	2388.11	8142.29	8.4456	0.03	391	2388	100	38.98	23.3207
5	61	0.0014	2e-04	100	518.67	642.07	1589.33	1401.75	14.62	21.61	553.91	2388.07	9061.18	1.3	47.38	521.56	2388.09	8141.87	8.3956	0.03	393	2388	100	38.68	23.2754
5	62	0.0014	2e-04	100	518.67	642.66	1585.04	1405.16	14.62	21.61	553.74	2388.09	9065.54	1.3	47.48	522.25	2388.07	8140.95	8.4351	0.03	393	2388	100	38.91	23.3764
5	63	-5e-04	-4e-04	100	518.67	642.13	1591.25	1401.09	14.62	21.61	553.55	2388.05	9057.21	1.3	47.56	521.55	2388.11	8133.97	8.4164	0.03	393	2388	100	38.89	23.2838
5	64	-0.0012	-3e-04	100	518.67	642.56	1596	1399.72	14.62	21.61	553.67	2388.06	9056.49	1.3	47.53	521.58	2388.05	8143.58	8.4072	0.03	392	2388	100	39.05	23.4364
5	65	-0.001	-3e-04	100	518.67	642.28	1585.13	1404.89	14.62	21.61	553.72	2388.04	9060.42	1.3	47.33	522.06	2388.07	8142.03	8.4086	0.03	392	2388	100	38.84	23.3796
5	66	0.0012	-3e-04	100	518.67	643.13	1595.27	1407.88	14.62	21.61	554.08	2388.11	9068.63	1.3	47.6	521.82	2388.12	8142.3	8.433	0.03	392	2388	100	38.74	23.2911
5	67	-2e-04	-4e-04	100	518.67	642.67	1590.19	1409.63	14.62	21.61	553.56	2388	9049.14	1.3	47.41	521.92	2388.04	8141.19	8.4364	0.03	392	2388	100	38.86	23.2945
5	68	-8e-04	-2e-04	100	518.67	642.63	1581.87	1403.02	14.62	21.61	553.87	2388.1	9062.92	1.3	47.46	521.62	2388.08	8144.37	8.4289	0.03	394	2388	100	38.98	23.3159
5	69	0.0016	-2e-04	100	518.67	642.67	1591.71	1404.8	14.62	21.61	554.16	2388.08	9061.77	1.3	47.49	521.65	2388.06	8140.24	8.45	0.03	394	2388	100	38.74	23.3049
5	70	-0.0025	-2e-04	100	518.67	642.78	1593.82	1399.66	14.62	21.61	554.02	2388.06	9058.97	1.3	47.47	521.45	2388.08	8142.92	8.4215	0.03	392	2388	100	39	23.283
5	71	0.0019	0	100	518.67	642.86	1587.04	1408.77	14.62	21.61	553.08	2388.12	9057.71	1.3	47.58	521.46	2388.05	8144.64	8.4087	0.03	393	2388	100	38.73	23.3467
5	72	-8e-04	2e-04	100	518.67	642.17	1585.11	1408.97	14.62	21.61	554.08	2388.07	9060.78	1.3	47.45	521.69	2388.09	8144.02	8.4225	0.03	393	2388	100	38.85	23.314
5	73	0.0021	-4e-04	100	518.67	642.57	1590.24	1403.74	14.62	21.61	553.91	2388.08	9058.03	1.3	47.41	521.8	2388.07	8140.86	8.3992	0.03	391	2388	100	38.93	23.34
5	74	0.0029	4e-04	100	518.67	642.82	1584.66	1399.68	14.62	21.61	552.95	2388.07	9065.91	1.3	47.5	521.49	2388.09	8136.9	8.4175	0.03	394	2388	100	38.98	23.3142
5	75	0.0021	4e-04	100	518.67	642.86	1589.88	1408.74	14.62	21.61	553.55	2388.04	9061.75	1.3	47.34	521.83	2387.98	8146.8	8.4516	0.03	393	2388	100	38.88	23.2704
5	76	2e-04	-1e-04	100	518.67	642.63	1584.85	1405.48	14.62	21.61	553.53	2388.09	9056.33	1.3	47.49	522.42	2388.06	8140.06	8.4123	0.03	394	2388	100	38.92	23.3805
5	77	-0.001	1e-04	100	518.67	642.42	1584.13	1403.84	14.62	21.61	553.75	2388.04	9057.95	1.3	47.46	521.25	2388.06	8145.02	8.441	0.03	392	2388	100	38.82	23.4621
5	78	-7e-04	1e-04	100	518.67	642.65	1596.66	1409.85	14.62	21.61	553.84	2388.06	9063.94	1.3	47.46	522.01	2388.04	8140.22	8.4709	0.03	393	2388	100	38.83	23.3243
5	79	-0.0022	-2e-04	100	518.67	641.79	1590.86	1401.95	14.62	21.61	553.22	2388.06	9060.98	1.3	47.4	521.74	2388.01	8140.79	8.4348	0.03	393	2388	100	38.76	23.3842
5	80	-0.0013	4e-04	100	518.67	642.87	1594.69	1410.8	14.62	21.61	553.73	2388.06	9056.1	1.3	47.6	521.73	2388.04	8138.73	8.4576	0.03	394	2388	100	38.97	23.2501
5	81	-5e-04	-2e-04	100	518.67	642.3	1592.74	1400.43	14.62	21.61	552.9	2388.05	9057.17	1.3	47.33	521.67	2388	8141.66	8.4107	0.03	390	2388	100	38.93	23.3784
5	82	0.0028	4e-04	100	518.67	642.23	1588.83	1400.16	14.62	21.61	553.55	2388.06	9061.16	1.3	47.42	522	2388.13	8143.35	8.4267	0.03	392	2388	100	38.77	23.3774
5	83	8e-04	-1e-04	100	518.67	642.92	1587.5	1414.48	14.62	21.61	553.99	2388.05	9065.06	1.3	47.54	521.81	2388.06	8140.18	8.4421	0.03	392	2388	100	38.98	23.327
5	84	-0.0016	-4e-04	100	518.67	642.87	1586.72	1403.45	14.62	21.61	553.69	2388.08	9059.41	1.3	47.43	521.9	2388.02	8143.37	8.4201	0.03	391	2388	100	38.87	23.3857
5	85	-0.0012	-1e-04	100	518.67	642.41	1586.38	1403.68	14.62	21.61	553.32	2388.07	9061.6	1.3	47.57	521.83	2388.08	8136.49	8.4654	0.03	393	2388	100	38.86	23.3554
5	86	0.0027	4e-04	100	518.67	642.29	1589.79	1403.57	14.62	21.61	553.81	2388.1	9050.66	1.3	47.49	521.97	2388.09	8133.54	8.3744	0.03	393	2388	100	38.93	23.309
5	87	3e-04	-3e-04	100	518.67	642.84	1587.57	1406.25	14.62	21.61	553.44	2388.05	9055.87	1.3	47.3	521.68	2388.07	8136.61	8.4429	0.03	393	2388	100	38.81	23.2373
5	88	-8e-04	1e-04	100	518.67	642.3	1583.97	1405.39	14.62	21.61	553.41	2388.09	9057.02	1.3	47.6	521.89	2388.1	8139.92	8.4655	0.03	394	2388	100	38.78	23.3478
5	89	-9e-04	5e-04	100	518.67	642.33	1592.81	1401.04	14.62	21.61	554.22	2388.04	9066.3	1.3	47.51	521.62	2388.11	8141.03	8.4557	0.03	393	2388	100	38.94	23.3575
5	90	-1e-04	-1e-04	100	518.67	642.79	1587.38	1404.52	14.62	21.61	553.58	2388.01	9061.28	1.3	47.36	521.79	2388.06	8142.25	8.4569	0.03	394	2388	100	38.8	23.2953
5	91	-8e-04	-5e-04	100	518.67	642.42	1594.95	1407.73	14.62	21.61	553.85	2388.08	9065.41	1.3	47.36	521.32	2388.05	8142.95	8.4456	0.03	394	2388	100	38.8	23.2176
5	92	-0.0021	2e-04	100	518.67	642.52	1585.68	1408.96	14.62	21.61	553.53	2388.04	9057.55	1.3	47.52	521.42	2388.09	8140.97	8.4173	0.03	392	2388	100	38.82	23.3346
5	93	-6e-04	-2e-04	100	518.67	641.78	1589.33	1408.24	14.62	21.61	552.74	2388.08	9064.8	1.3	47.38	521.47	2388.08	8140.09	8.4391	0.03	392	2388	100	38.96	23.399
5	94	8e-04	1e-04	100	518.67	642.48	1598.85	1396.55	14.62	21.61	553.92	2388.11	9066.93	1.3	47.41	522.48	2388.05	8143.43	8.4274	0.03	393	2388	100	38.99	23.3058
5	95	0.0035	3e-04	100	518.67	642.55	1585.16	1409.29	14.62	21.61	553.18	2388.01	9061.33	1.3	47.34	522.29	2388.05	8137.31	8.4537	0.03	392	2388	100	38.83	23.3525
5	96	-0.0078	-4e-04	100	518.67	642.72	1590.2	1402.59	14.62	21.61	553.82	2388.05	9060.06	1.3	47.48	521.5	2388.06	8146.37	8.4068	0.03	391	2388	100	38.71	23.3368
5	97	0.001	-4e-04	100	518.67	642.44	1590.79	1409	14.62	21.61	553.5	2388.1	9062.79	1.3	47.44	521.95	2388.13	8139.09	8.4363	0.03	393	2388	100	38.9	23.3345
5	98	-3e-04	4e-04	100	518.67	642.84	1584.06	1405.74	14.62	21.61	553.1	2388.09	9054.2	1.3	47.49	521.46	2388.08	8141.72	8.427	0.03	392	2388	100	39.05	23.299
5	99	-0.0013	2e-04	100	518.67	642.55	1588.6	1398.4	14.62	21.61	554.03	2388.03	9065.45	1.3	47.5	522.17	2388.06	8146.17	8.4167	0.03	393	2388	100	38.81	23.2482
5	100	-0.0011	0	100	518.67	642.46	1586.94	1404.37	14.62	21.61	553.24	2388.05	9055.09	1.3	47.37	521.56	2388.06	8139.18	8.4393	0.03	394	2388	100	38.95	23.4177
5	101	-0.0034	0	100	518.67	642.27	1588.51	1414.19	14.62	21.61	553.69	2388.09	9059.49	1.3	47.41	521.76	2388.13	8145.05	8.4343	0.03	394	2388	100	38.86	23.2972
5	102	-0.0011	-4e-04	100	518.67	642.12	1587.56	1401.84	14.62	21.61	553.67	2388.12	9050.77	1.3	47.72	521.2	2388.06	8141.63	8.451	0.03	392	2388	100	38.79	23.3791
5	103	-0.0027	5e-04	100	518.67	642.14	1591.57	1411.57	14.62	21.61	553.79	2388.08	9060.59	1.3	47.64	522.05	2388.08	8141.23	8.3956	0.03	393	2388	100	38.88	23.3766
5	104	0.0027	4e-04	100	518.67	642.56	1588.26	1412.47	14.62	21.61	553.54	2388.05	9058.82	1.3	47.33	521.43	2388.1	8139.13	8.4732	0.03	392	2388	100	38.99	23.3573
5	105	-0.0032	-4e-04	100	518.67	642.85	1586.84	1408.35	14.62	21.61	553.01	2388.03	9064.91	1.3	47.4	521.61	2388.1	8142.11	8.4111	0.03	392	2388	100	38.77	23.311
5	106	-0.0026	-3e-04	100	518.67	642.87	1583.57	1402.23	14.62	21.61	554.32	2388.04	9068.81	1.3	47.53	521.64	2388.06	8142.29	8.3946	0.03	392	2388	100	38.71	23.3595
5	107	0.0047	4e-04	100	518.67	642.07	1591.89	1404.61	14.62	21.61	553.45	2388.06	9064.99	1.3	47.59	522.03	2388.05	8142.54	8.4237	0.03	393	2388	100	38.94	23.2784
5	108	0.0022	4e-04	100	518.67	642.55	1584.52	1413.69	14.62	21.61	554.46	2388.04	9065.28	1.3	47.54	521.76	2388.12	8139.87	8.4326	0.03	392	2388	100	38.81	23.366
5	109	0.0018	-2e-04	100	518.67	642.21	1591.23	1400.6	14.62	21.61	553.78	2388.11	9066.45	1.3	47.45	521.91	2388.05	8144.14	8.4631	0.03	393	2388	100	38.87	23.2669
5	110	0.0041	2e-04	100	518.67	642.52	1586.58	1404.62	14.62	21.61	553.46	2388.08	9064.54	1.3	47.44	521.01	2388.08	8140.19	8.4429	0.03	394	2388	100	38.88	23.3698
5	111	-0.0058	1e-04	100	518.67	642.51	1589.44	1412.05	14.62	21.61	553.24	2388.05	9057.24	1.3	47.34	521.38	2388.1	8142.96	8.4403	0.03	393	2388	100	38.69	23.3234
5	112	-5e-04	-1e-04	100	518.67	642.44	1585.28	1404.91	14.62	21.61	553.79	2388.07	9062.82	1.3	47.5	521.7	2388.09	8148.27	8.4457	0.03	393	2388	100	38.65	23.2877
5	113	0.0034	-2e-04	100	518.67	642.85	1587.49	1403.21	14.62	21.61	553.6	2388.13	9065.29	1.3	47.47	521.51	2388.09	8137.01	8.4238	0.03	394	2388	100	38.76	23.4275
5	114	0.0048	-1e-04	100	518.67	642.33	1591.12	1406.54	14.62	21.61	553.47	2388.04	9060.87	1.3	47.29	521.24	2388.09	8139.27	8.4031	0.03	393	2388	100	38.85	23.2872
5	115	-0.0027	-3e-04	100	518.67	642.46	1585.45	1399.22	14.62	21.61	553.91	2388.1	9061.64	1.3	47.37	521.36	2388.13	8146.89	8.4327	0.03	392	2388	100	38.63	23.3533
5	116	0.0028	3e-04	100	518.67	643.01	1591.99	1403.44	14.62	21.61	554.05	2388.07	9059.88	1.3	47.48	521.79	2388.04	8142.48	8.4665	0.03	393	2388	100	38.9	23.2754
5	117	0	0	100	518.67	642.95	1586.9	1409.88	14.62	21.61	553.33	2388.1	9065.5	1.3	47.67	521.49	2388.05	8146.07	8.4197	0.03	393	2388	100	38.78	23.2679
5	118	-0.0018	-1e-04	100	518.67	642.51	1589.66	1403.88	14.62	21.61	553.41	2388.12	9079.16	1.3	47.45	521.61	2388.11	8137.81	8.4353	0.03	392	2388	100	38.78	23.3363
5	119	3e-04	-2e-04	100	518.67	642.66	1593.37	1410.15	14.62	21.61	553.49	2388.07	9062.91	1.3	47.5	521.46	2388.09	8141.27	8.4431	0.03	394	2388	100	38.89	23.3018
5	120	-3e-04	1e-04	100	518.67	642.23	1591.3	1406.47	14.62	21.61	554.14	2388.02	9058.07	1.3	47.49	521.46	2388.07	8139.78	8.4462	0.03	392	2388	100	38.75	23.261
5	121	-0.0011	-1e-04	100	518.67	642.72	1594.7	1411.55	14.62	21.61	553.37	2388.09	9056.53	1.3	47.58	521.18	2388.08	8141.99	8.4295	0.03	393	2388	100	38.63	23.2218
5	122	-0.0044	3e-04	100	518.67	643.05	1586.44	1405.14	14.62	21.61	553.76	2388.11	9059.99	1.3	47.46	521.66	2388.11	8145.9	8.4094	0.03	392	2388	100	38.94	23.3342
5	123	0.0017	0	100	518.67	642.64	1589.29	1403.93	14.62	21.61	553	2388.1	9066.68	1.3	47.47	521.98	2388.13	8138.46	8.4435	0.03	392	2388	100	38.86	23.3314
5	124	0.0029	5e-04	100	518.67	642.65	1585.95	1406.5	14.62	21.61	553.1	2388.09	9055.95	1.3	47.38	521.63	2388.14	8137.4	8.4223	0.03	393	2388	100	38.67	23.3577
5	125	0.0015	-4e-04	100	518.67	642.05	1595.51	1405.79	14.62	21.61	553.36	2388.06	9063.75	1.3	47.68	521.59	2388.08	8139.07	8.4494	0.03	393	2388	100	38.88	23.2268
5	126	-0.0013	-1e-04	100	518.67	642.63	1586.75	1407.17	14.62	21.61	553.52	2388.07	9068.39	1.3	47.46	521.87	2388.13	8144.9	8.4359	0.03	393	2388	100	38.72	23.2735
5	127	0.0017	3e-04	100	518.67	642.51	1587.29	1400.97	14.62	21.61	552.78	2388.16	9067.32	1.3	47.54	521.16	2388.07	8139.36	8.4613	0.03	392	2388	100	38.91	23.327
5	128	0.0015	2e-04	100	518.67	642.32	1597.15	1404.41	14.62	21.61	554.06	2388.14	9052.49	1.3	47.39	521.87	2388.05	8138.47	8.4203	0.03	393	2388	100	38.9	23.323
5	129	8e-04	5e-04	100	518.67	642.41	1588.95	1406.03	14.62	21.61	553.26	2388.06	9063.42	1.3	47.51	521.34	2388.13	8142.17	8.4493	0.03	393	2388	100	38.84	23.3432
5	130	0.0044	-5e-04	100	518.67	642.88	1588.9	1408.43	14.62	21.61	553.69	2388.08	9071.72	1.3	47.61	521.85	2388.12	8131.53	8.4318	0.03	392	2388	100	38.82	23.3359
5	131	-0.001	2e-04	100	518.67	642.31	1588.28	1408.46	14.62	21.61	553.55	2388.05	9056.05	1.3	47.56	521.53	2388.1	8142.94	8.4074	0.03	394	2388	100	39.09	23.3946
5	132	0.0013	-2e-04	100	518.67	641.71	1588.77	1407.2	14.62	21.61	552.79	2388.1	9061.61	1.3	47.32	521.57	2388.13	8145.74	8.4156	0.03	394	2388	100	39	23.3184
5	133	0.0051	-4e-04	100	518.67	642.28	1589.01	1406.57	14.62	21.61	553.34	2388.11	9058.77	1.3	47.45	521.31	2388.12	8145.36	8.428	0.03	393	2388	100	38.79	23.2998
5	134	0.0026	5e-04	100	518.67	642.61	1590.46	1415.72	14.62	21.61	553.09	2388.06	9064.76	1.3	47.55	521.68	2388.11	8145.07	8.435	0.03	392	2388	100	38.83	23.3312
5	135	0.0035	0	100	518.67	642.62	1589.19	1400.14	14.62	21.61	553.09	2388.05	9065.48	1.3	47.53	521.28	2388.08	8146.1	8.4238	0.03	393	2388	100	38.91	23.388
5	136	2e-04	3e-04	100	518.67	642.75	1585.5	1398.04	14.62	21.61	553.63	2388.08	9061.91	1.3	47.35	521.61	2388.12	8135.42	8.4272	0.03	393	2388	100	38.78	23.2332
5	137	-0.0018	4e-04	100	518.67	642.34	1588.93	1409.55	14.62	21.61	553.58	2388.1	9060.02	1.3	47.5	521.3	2388.06	8145.66	8.4204	0.03	394	2388	100	39	23.3441
5	138	-0.0013	3e-04	100	518.67	642.75	1586.62	1403.95	14.62	21.61	552.66	2388.13	9061.23	1.3	47.59	521.11	2388.05	8136	8.4374	0.03	393	2388	100	38.67	23.2312
5	139	-0.0021	4e-04	100	518.67	642.82	1591.15	1406.16	14.62	21.61	553.4	2388.06	9057.85	1.3	47.66	521.17	2388.07	8147.48	8.4524	0.03	394	2388	100	38.94	23.3033
5	140	0.0027	-4e-04	100	518.67	642.5	1592.21	1412.52	14.62	21.61	553.69	2388.09	9061.23	1.3	47.37	521.3	2388.11	8139.58	8.4635	0.03	393	2388	100	38.96	23.3758
5	141	-0.0056	4e-04	100	518.67	642.83	1591.5	1410.79	14.62	21.61	553.55	2388.09	9061.28	1.3	47.46	521.45	2388.08	8136.98	8.4466	0.03	393	2388	100	38.94	23.2154
5	142	4e-04	0	100	518.67	642.56	1586.2	1419.51	14.62	21.61	554.19	2388.14	9063.22	1.3	47.43	521.3	2388.1	8135.9	8.4621	0.03	394	2388	100	38.82	23.2604
5	143	-9e-04	1e-04	100	518.67	642.6	1592.73	1409.57	14.62	21.61	553.73	2388.08	9060.63	1.3	47.59	521.42	2388.09	8139.04	8.4555	0.03	393	2388	100	38.63	23.2103
5	144	-0.0018	5e-04	100	518.67	642.69	1589.63	1414.97	14.62	21.61	553.22	2388.12	9064.65	1.3	47.59	521.11	2388.09	8142.63	8.4324	0.03	395	2388	100	39.04	23.3475
5	145	0.0036	-1e-04	100	518.67	642.22	1596.51	1406.2	14.62	21.61	553.4	2388.08	9063.45	1.3	47.65	520.96	2388.14	8146.99	8.4271	0.03	392	2388	100	38.65	23.2874
5	146	0.0017	0	100	518.67	642.37	1592.56	1411.44	14.62	21.61	553.01	2388.13	9068.96	1.3	47.53	521.48	2388.09	8140.88	8.421	0.03	394	2388	100	38.83	23.2269
5	147	-0.004	3e-04	100	518.67	642.83	1588.8	1407.24	14.62	21.61	553.84	2388.05	9064.58	1.3	47.39	521.31	2388.02	8143.43	8.4333	0.03	394	2388	100	38.83	23.3666
5	148	0.0013	-4e-04	100	518.67	642.28	1593.4	1407.06	14.62	21.61	553.47	2388.17	9069.58	1.3	47.54	521.44	2388.13	8137.12	8.4461	0.03	394	2388	100	38.68	23.3038
6	1	-0.0034	3e-04	100	518.67	642.31	1573.02	1404.47	14.62	21.6	554.38	2388.03	9059.25	1.3	47.33	521.84	2388	8146.05	8.412	0.03	393	2388	100	39.12	23.3496
6	2	0.001	-4e-04	100	518.67	642.37	1586.55	1398.07	14.62	21.61	554.06	2388.02	9066.88	1.3	47.18	522.02	2387.97	8147.36	8.4244	0.03	393	2388	100	39.12	23.4727
6	3	-0.0029	1e-04	100	518.67	642.38	1587.81	1404.04	14.62	21.61	554.08	2388.02	9065.97	1.3	47.39	521.87	2388.05	8149.18	8.4138	0.03	392	2388	100	38.89	23.3376
6	4	-1e-04	-1e-04	100	518.67	642.21	1582.43	1407.34	14.62	21.61	554.67	2388.03	9068.35	1.3	47.45	522.45	2388.04	8150.2	8.3916	0.03	392	2388	100	38.87	23.3907
6	5	0.0024	2e-04	100	518.67	641.62	1589.79	1400.4	14.62	21.61	553.97	2388.01	9071.88	1.3	47.3	522.31	2388.03	8140.86	8.4083	0.03	394	2388	100	38.96	23.2585
6	6	-2e-04	1e-04	100	518.67	642.28	1581.29	1397.61	14.62	21.61	553.95	2388.05	9061.6	1.3	47.23	521.91	2388.02	8143.46	8.4177	0.03	393	2388	100	38.74	23.3716
